,date,favorites,hashtags,query,retweets,tweet,url
109,2020-11-01,11,['[]'],Texas votes,10,Democrats condemn Trump supporters who swarmed Texas campaign bus https://t.co/yi4lcTA7r2,https://twitter.com/twitter/statuses/1323021717514702849
110,2020-11-04,212,"[""[{'text': 'CNNElection', 'indices': [64, 76]}]""]",Texas votes,39,CNN PROJECTION: Donald Trump wins Texas https://t.co/8n221PBMEO #CNNElection https://t.co/v1OkjT9sGO,https://twitter.com/twitter/statuses/1323874579543171072
111,2020-11-03,20,['[]'],Texas votes,6,Judge dismisses Republican effort to invalidate Texas drive-through ballots https://t.co/RLvcZRyxFF,https://twitter.com/twitter/statuses/1323707461136752641
112,2020-11-01,77,['[]'],Texas votes,67,"With days before the election, Texas Republicans hope to invalidate 100,000 votes cast in Harris County. https://t.co/i7IYsIsChP",https://twitter.com/twitter/statuses/1322788892412620800
113,2020-11-07,12,['[]'],Texas votes,5,"""Why Democrats lost Latino voters along Texas border: They relied on loyalty https://t.co/mtW9rWw8jM""",https://twitter.com/twitter/statuses/1325000866496204800
114,2020-11-02,3,['[]'],Texas votes,2,"Eddie Hassell, Surface and The Kids Are All Right actor, killed in Texas shooting https://t.co/etWlPsOwwu",https://twitter.com/twitter/statuses/1323265518296567808
115,2020-11-02,251,['[]'],Texas votes,71,Perspective: Republicans now think Texas courts don’t decide their own election law https://t.co/gHghfKPmqD,https://twitter.com/twitter/statuses/1323269137985118208
116,2020-11-04,101,['[]'],Texas votes,15,"Cornyn wins reelection in Texas, holding off Senate challenge from MJ Hegar https://t.co/ThvjGb6uVG",https://twitter.com/twitter/statuses/1323887931984138240
117,2020-10-30,522,['[]'],Texas votes,60,"More than 9 million people have voted so far in Texas, surpassing the state’s total turnout from the 2016 general election https://t.co/qOIibqaCU4",https://twitter.com/twitter/statuses/1322304291944730624
118,2020-10-30,767,['[]'],Texas votes,119,"More than 9 million people have voted so far in Texas, surpassing the state’s total turnout from the 2016 general election https://t.co/qruDmIfVD8",https://twitter.com/twitter/statuses/1322181486666285056
119,2020-11-02,73,['[]'],Texas votes,35,Vandals target home and offices of politicians in Pennsylvania and party headquarters in Texas with similar messages https://t.co/nCQwg608bf,https://twitter.com/twitter/statuses/1323412219640557581
120,2020-11-08,5245,['[]'],Kamala Harris,333,"As Kamala D. Harris breaks barriers, India celebrates https://t.co/0o0CQ7ZsJl",https://twitter.com/twitter/statuses/1325347001391869953
121,2020-11-07,63,['[]'],Kamala Harris,9,Kamala Harris gives America a second family full of firsts https://t.co/j97wBgfWEt,https://twitter.com/twitter/statuses/1325139336367661056
122,2020-11-08,771,['[]'],Kamala Harris,114,"Live now: Joe Biden, Kamala Harris to deliver victory speeches https://t.co/Kcmdtvl3AZ",https://twitter.com/twitter/statuses/1325243656660537344
123,2020-11-09,11,['[]'],Kamala Harris,3,A woman of colour as US vice-president: three writers on what Kamala Harris means to them https://t.co/hjUQaTJQtv,https://twitter.com/twitter/statuses/1325710805027975169
124,2020-11-03,1793,['[]'],Kamala Harris,199,Kamala Harris tells voters in Detroit to “encourage people to stand in line” https://t.co/SVZOenoOoo https://t.co/0GksoButDg,https://twitter.com/twitter/statuses/1323746816039538691
125,2020-11-02,4,['[]'],Kamala Harris,2,Lone Star turn: Kamala Harris campaigns in Texas in bid to flip state https://t.co/McEi6L3z1M,https://twitter.com/twitter/statuses/1323214540956442630
126,2020-11-07,40,['[]'],Kamala Harris,9,"""We are so proud: San Francisco Bay Area celebrates Kamala Harris, hometown hero https://t.co/NdWNXNUNTi""",https://twitter.com/twitter/statuses/1325188792710533120
127,2020-11-07,5211,['[]'],Kamala Harris,710,Kamala Harris makes history as first woman of color elected US vice-president https://t.co/mt21dm4prC,https://twitter.com/twitter/statuses/1325114288747524100
128,2020-11-08,4681,['[]'],Kamala Harris,425,"A century after the passage of the 19th Amendment, Kamala Harris is the vice president-elect. In her speech tonight, Harris said that while she may be the first woman to hold the office, she will not be the last. Read the full transcript: https://t.co/HpzDGc5mjR",https://twitter.com/twitter/statuses/1325261534281539585
129,2020-11-08,4526,['[]'],Kamala Harris,410,"A century after the passage of the 19th Amendment, Kamala Harris is the vice president-elect. In her speech tonight, Harris said that while she may be the first woman to hold the office, she will not be the last. Read the full transcript: https://t.co/HCZiMy3AjP",https://twitter.com/twitter/statuses/1325367463685595137
130,2020-11-09,549,['[]'],Kamala Harris,35,"Kamala Harris, as the first woman elected vice president, says she ""won\t be the last"" https://t.co/VFAQPbxBvk https://t.co/ocTg8iWpNZ",https://twitter.com/twitter/statuses/1325715776033132544
131,2020-11-07,0,"[""[{'text': 'Election2020', 'indices': [100, 113]}]""]",Kamala Harris,124,"RT @QuickTake: Vice President-elect Kamala Harris\ words to President-elect Joe Biden: ""We did it."" #Election2020 https://t.co/9QWvJJL6NY",https://twitter.com/twitter/statuses/1325137353749393412
132,2020-11-01,9234,['[]'],Kamala Harris,1071,Lady Gaga and John Legend to join Joe Biden and Kamala Harris for final campaign events https://t.co/bOzgBQfMUP https://t.co/4IxxaQbUWF,https://twitter.com/twitter/statuses/1323036862789898245
133,2020-11-09,483,['[]'],Kamala Harris,33,"""Joe Biden and Kamala Harris delivered victory speeches Saturday night. Heres what you need to know. https://t.co/NY0VGc9wZR https://t.co/V86VhUto67""",https://twitter.com/twitter/statuses/1325620136242540550
134,2020-11-07,0,"[""[{'text': 'Election2020', 'indices': [62, 75]}]""]",Kamala Harris,118,RT @QuickTake: 🔉San Francisco erupted in cheers minutes after #Election2020 was called for Joe Biden and Kamala Harris https://t.co/yZ6jelB…,https://twitter.com/twitter/statuses/1325156688769347585
135,2020-11-08,12070,['[]'],Kamala Harris,1281,"Kamala Devi Harris, a daughter of Indian and Jamaican immigrants, is set to become the highest-ranking woman in the nation’s 244-year existence https://t.co/3t62sPIq2X",https://twitter.com/twitter/statuses/1325229525257621506
136,2020-11-07,92,"[""[{'text': 'Election2020', 'indices': [100, 113]}]""]",Kamala Harris,21,"""PHOTOS: Supporters of Joe Biden and Kamala Harris celebrate the end of Donald J. Trumps presidency #Election2020 https://t.co/3dNRV5CfcE https://t.co/znKApTwpFx""",https://twitter.com/twitter/statuses/1325159114872336384
137,2020-11-08,906,['[]'],Kamala Harris,65,President-elect Joe Biden and Vice President-elect Kamala Harris to address the nation. Watch our live coverage. https://t.co/t36vc6RxMQ,https://twitter.com/twitter/statuses/1325242925417107457
138,2020-11-08,0,['[]'],Kamala Harris,119,RT @business: NOW: Vice President-Elect Kamala Harris addresses the nation after Joe Biden wins U.S. election https://t.co/uLZA0sESv8  http…,https://twitter.com/twitter/statuses/1325249089655644163
139,2020-12-04,0,"[""[{'text': 'ElectionResults2020', 'indices': [153, 173]}, {'text': 'USAElections2020', 'indices': [174, 191]}]""]",Kamala Harris,0,"Kamala Harris will, to all intents and purposes, be the President of the United States of America - *if* the Electoral College confirms a Democrat win.\n\n#ElectionResults2020 #USAElections2020",https://twitter.com/twitter/statuses/1334878466395746304
140,2020-12-05,0,['[]'],USA elections date,3,RT @CNBCTV18News: Why is there a long time gap from the date of election to the swearing in of the President?\n\n@latha_venkatesh with some l…,https://twitter.com/twitter/statuses/1335172320936148993
141,2020-12-05,0,['[]'],USA elections date,3,RT @CNBCTV18News: Why is there a long time gap from the date of election to the swearing in of the President?\n\n@latha_venkatesh with some l…,https://twitter.com/twitter/statuses/1335182844247777283
142,2020-11-10,1917,['[]'],USA elections date,824,Georgians have until December 7 to register to vote in Senate runoff and other key dates https://t.co/CpU5j0RNSH https://t.co/ItRRt2Jjer,https://twitter.com/twitter/statuses/1325952081816064002
143,2020-10-30,3,"[""[{'text': 'ElectionDay', 'indices': [105, 117]}]""]",USA elections date,0,A pandemic. Historic unemployment. Mass protests. This year’s election is historic. \n\nStay up to date on #ElectionDay with our interactive map and sign up for alerts  https://t.co/rQw8a8GZlB,https://twitter.com/twitter/statuses/1322234659737083905
144,2020-10-31,5,['[]'],USA elections date,4,"Iranian hackers accessed voter registration data in one state and attempted to access more in a series of targeted attacks dating back to September, a U.S. government cybersecurity advisory says https://t.co/8aETImrJ3O",https://twitter.com/twitter/statuses/1322378534275395584
145,2020-12-02,0,"[""[{'text': 'election2020', 'indices': [21, 34]}, {'text': 'USAElections2020', 'indices': [35, 52]}, {'text': 'USA', 'indices': [53, 57]}]""]",USA elections date,0,This should be good.\n#election2020 #USAElections2020\n#USA\n\nhttps://t.co/EAyv6PK0fg,https://twitter.com/twitter/statuses/1334216788725284864
146,2020-12-04,0,"[""[{'text': 'TechRules', 'indices': [231, 241]}, {'text': 'USElections', 'indices': [242, 254]}]""]",USA elections date,0,"""Embarrassing! Facebook &amp; Google know the names, address, birth date, gender, SSN of every America, but state election offices dont. @Facebook &amp; @Google even know what you buy, watch, listen and read, where you drive, etc. #TechRules #USElections @realDonaldTrump @JoeBiden""",https://twitter.com/twitter/statuses/1334700790716407810
147,2020-12-05,1,"[""[{'text': 'DNT', 'indices': [0, 4]}, {'text': 'Bitcoin', 'indices': [74, 82]}, {'text': 'XRP', 'indices': [83, 87]}, {'text': 'KLM', 'indices': [88, 92]}, {'text': 'TRX', 'indices': [93, 97]}, {'text': 'cryptocurrencies', 'indices': [98, 115]}, {'text': 'XRPCommunity', 'indices': [116, 129]}, {'text': 'Binance', 'indices': [130, 138]}, {'text': 'BTC', 'indices': [139, 143]}, {'text': 'altcoins', 'indices': [144, 153]}, {'text': 'Litecoin', 'indices': [154, 163]}, {'text': '4MoreYears', 'indices': [164, 175]}, {'text': 'AmericaFirst', 'indices': [176, 189]}, {'text': 'usa', 'indices': [190, 194]}, {'text': 'USAElections2020', 'indices': [195, 212]}, {'text': 'USA', 'indices': [213, 217]}, {'text': 'TrumpWon', 'indices': [218, 227]}]""]",USA elections date,1,#DNT is currently only $0.05 on @CoinBase and volume is up BIG this week! #Bitcoin #XRP #KLM #TRX #cryptocurrencies #XRPCommunity #Binance #BTC #altcoins #Litecoin #4MoreYears #AmericaFirst #usa #USAElections2020 #USA #TrumpWon https://t.co/tlBzQVz765,https://twitter.com/twitter/statuses/1335027635362000896
148,2020-12-06,0,"[""[{'text': 'USAElections2020', 'indices': [35, 52]}, {'text': 'houseofcards', 'indices': [53, 66]}, {'text': 'usa', 'indices': [67, 71]}]""]",USA elections date,0,House of cards ....Frank Underwood #USAElections2020 #houseofcards #usa https://t.co/UKlYV1K9Zx,https://twitter.com/twitter/statuses/1335683766765891586
149,2020-11-10,2,['[]'],USA elections date,2,"""USA v Europe: Is the balance of power in womens soccer shifting? https://t.co/1WQx1qMaZR""",https://twitter.com/twitter/statuses/1326163160974454788
150,2020-12-06,1,"[""[{'text': 'Viral', 'indices': [19, 25]}, {'text': 'USAElections2020', 'indices': [26, 43]}, {'text': 'USAelection2020', 'indices': [44, 60]}, {'text': 'USA', 'indices': [61, 65]}, {'text': 'Kraken', 'indices': [66, 73]}, {'text': 'StopTheSteaI', 'indices': [74, 87]}]""]",USA elections date,0,Please let this go #Viral #USAElections2020 #USAelection2020 #USA #Kraken #StopTheSteaI https://t.co/fLqfwUmZxU,https://twitter.com/twitter/statuses/1335516643104055301
151,2020-12-05,0,"[""[{'text': 'electionfraud2020', 'indices': [82, 100]}, {'text': 'electionfraud', 'indices': [101, 115]}, {'text': 'USA', 'indices': [116, 120]}, {'text': 'USAElections2020', 'indices': [121, 138]}, {'text': 'USAelection2020', 'indices': [139, 155]}, {'text': 'Pennsylvania', 'indices': [156, 169]}]""]",USA elections date,0,Senate Co-Sponsorship Memoranda - RESOLUTION: Disputing the 2020 General Election #electionfraud2020 #electionfraud #USA #USAElections2020 #USAelection2020 #Pennsylvania  https://t.co/Wo3Y7KotjD,https://twitter.com/twitter/statuses/1335311911303467011
152,2020-12-04,0,"[""[{'text': 'USAElections2020', 'indices': [37, 54]}, {'text': 'USA', 'indices': [76, 80]}, {'text': 'COVIDー19', 'indices': [91, 100]}, {'text': 'coronavirus', 'indices': [101, 113]}]""]",USA elections date,0,@realDonaldTrump continues to fiddle #USAElections2020 Elections2020 whilst #USA burns  of #COVIDー19 #coronavirus,https://twitter.com/twitter/statuses/1334964132739747840
153,2020-12-02,0,"[""[{'text': 'Infamy', 'indices': [0, 7]}, {'text': 'DonaldTrump', 'indices': [47, 59]}, {'text': 'USAElections2020', 'indices': [60, 77]}, {'text': 'USA', 'indices': [78, 82]}, {'text': 'Voters', 'indices': [83, 90]}]""]",USA elections date,0,"""#Infamy, Infamy, theyve all got it in for me!\n#DonaldTrump #USAElections2020 #USA #Voters https://t.co/83fsa6YbS9""",https://twitter.com/twitter/statuses/1334203317875052546
154,2020-12-03,0,"[""[{'text': 'Trump', 'indices': [0, 6]}, {'text': 'Lawsuit', 'indices': [7, 15]}, {'text': 'WisconsinSupremeCourt', 'indices': [27, 49]}, {'text': 'TrumpCrimeFamily', 'indices': [65, 82]}, {'text': 'Wisconsin', 'indices': [83, 93]}, {'text': 'USA', 'indices': [94, 98]}, {'text': 'USAElections2020', 'indices': [99, 116]}]""]",USA elections date,0,#Trump #Lawsuit rejects by #WisconsinSupremeCourt    by 4-3 vote\n#TrumpCrimeFamily\n#Wisconsin #USA\n#USAElections2020\n\nhttps://t.co/ELindhvZKm,https://twitter.com/twitter/statuses/1334591498910801921
155,2020-12-06,0,"[""[{'text': 'MarsHillBlog', 'indices': [0, 13]}, {'text': 'DonaldTrump', 'indices': [51, 63]}, {'text': 'Republicans', 'indices': [64, 76]}, {'text': 'Georgia', 'indices': [77, 85]}, {'text': 'USA', 'indices': [86, 90]}]""]",USA elections date,0,#MarsHillBlog Post On Trump campaigning in Georgia #DonaldTrump #Republicans #Georgia #USA https://t.co/r71oYvCd1V,https://twitter.com/twitter/statuses/1335613932137017347
156,2020-12-05,0,"[""[{'text': 'USA', 'indices': [35, 39]}, {'text': 'USAElections2020', 'indices': [40, 57]}, {'text': 'Hodgetwins', 'indices': [111, 122]}]""]",USA elections date,0,"""Who is writing Joe Bidens tweets? #USA #USAElections2020 @SebGorka @dbongino @SavageNation_  @realDonaldTrump #Hodgetwins""",https://twitter.com/twitter/statuses/1335289429615915008
157,2020-12-02,0,"[""[{'text': 'USAElections2020', 'indices': [179, 196]}, {'text': 'usa', 'indices': [197, 201]}]""]",USA elections date,0,Everyone on both sides of the aisle must pull their heads out of their a**** and wake up to the insane fraud. If this election is allowed to go through we have lost our republic. #USAElections2020 #usa,https://twitter.com/twitter/statuses/1334159138646085639
158,2020-12-05,0,"[""[{'text': 'USAelection2020', 'indices': [78, 94]}, {'text': 'USA', 'indices': [95, 99]}, {'text': 'USAElections2020', 'indices': [100, 117]}, {'text': 'usaelections', 'indices': [118, 131]}, {'text': 'Kraken', 'indices': [132, 139]}]""]",USA elections date,0,"""@kelliwardaz Its that simple!!!! Only dumb people dont or refuse to get it! #USAelection2020 #USA #USAElections2020 #usaelections #Kraken""",https://twitter.com/twitter/statuses/1335287308577214465
159,2020-12-05,0,"[""[{'text': 'USAElections2020', 'indices': [99, 116]}]""]",USA elections date,2,RT @12BridgeThemAll: Please wake up USA. The rest of the world is screaming at. WAKE THE FUCK UP!! #USAElections2020 https://t.co/eetd8VjJES,https://twitter.com/twitter/statuses/1335021875878121477
160,2020-11-06,0,['[]'],Final recount day,21,RT @business: On potential recounts: An elections official in Georgia yesterday hinted that a recount is possible. \n\nIt can be requested th…,https://twitter.com/twitter/statuses/1324723569394417664
161,2020-11-05,103,['[]'],Final recount day,25,"How recounts work in Wisconsin, Georgia and other key states https://t.co/bl1j2Yq5ut",https://twitter.com/twitter/statuses/1324446037226987523
162,2020-11-07,202,['[]'],Final recount day,31,How Katherine Harris became a celebrity during the 2000 recount in Florida https://t.co/KJ4Zx5di5W,https://twitter.com/twitter/statuses/1324961171414380545
163,2020-11-06,429,['[]'],Final recount day,74,Georgia says it plans to recount its votes in the presidential race https://t.co/ya1nwurJ0Q,https://twitter.com/twitter/statuses/1324749572472786945
164,2020-12-06,0,['[]'],Final recount day,4,RT @CarmsHockeyClub: It’s the final day of the quarter finals! \nPlease get voting and sharing for Carms🌟we appreciate all the support we’ve…,https://twitter.com/twitter/statuses/1335659845253533700
165,2020-11-09,213,['[]'],Final recount day,42,"McConnell backs Trump’s legal challenges, says system ""will resolve any recounts"" https://t.co/PeXOBG6KxZ",https://twitter.com/twitter/statuses/1325906968377237504
166,2020-10-30,617,['[]'],Final recount day,86,"The Biden campaign will focus on Pennsylvania on Monday, the final day before the election https://t.co/vyCrBjJFFc",https://twitter.com/twitter/statuses/1322177467663208451
167,2020-11-04,6,['[]'],Final recount day,3,Pennsylvania Secretary of the Commonwealth Kathy Boockvar says she doesn’t think a recount in the state is inevitable https://t.co/z1jWYY4H3B,https://twitter.com/twitter/statuses/1324067643922489344
168,2020-11-07,18,"[""[{'text': 'Election2020', 'indices': [129, 142]}]""]",Final recount day,4,These 2020 battleground states are still counting votes. Here are the rules for recounts if Trump and Biden go down to the wire. #Election2020 https://t.co/L1GeAkzLpN,https://twitter.com/twitter/statuses/1324897249579687937
169,2020-10-31,170,['[]'],Final recount day,30,How the Biden campaign aims to court Latino voters in final stretch to Election Day https://t.co/6E0uTAYBs5,https://twitter.com/twitter/statuses/1322459313563160581
170,2020-10-30,265,['[]'],Final recount day,33,How the Biden campaign aims to court Latino voters in final stretch to Election Day https://t.co/4GQliTXmOX,https://twitter.com/twitter/statuses/1322034013473746949
171,2020-11-06,0,['[]'],Final recount day,47,"RT @QuickTake: Protesters gathered outside a ballot counting facility in Detroit are calling for votes to be recounted, claiming Trump won…",https://twitter.com/twitter/statuses/1324740597689819136
172,2020-11-04,0,['[]'],Final recount day,50,"RT @business: NEW: Trump will ask for a recount in Wisconsin, his campaign manager, Bill Stepien said. \n\nIn presidential elections, the sta…",https://twitter.com/twitter/statuses/1324056194173075456
173,2020-11-05,13,['[]'],Final recount day,11,Is the show finally over for Donald Trump? | Judith Butler https://t.co/sO5hJSrRg1,https://twitter.com/twitter/statuses/1324402780036075521
174,2020-11-30,0,"[""[{'text': 'IdiotInChief', 'indices': [11, 24]}, {'text': 'uselectionresults', 'indices': [66, 84]}]""]",Final recount day,0,You are an #IdiotInChief when are you going to finally accept the #uselectionresults @realDonaldTrump https://t.co/N7NQVYDMMK,https://twitter.com/twitter/statuses/1333246580216872960
175,2020-11-06,5,['[]'],Final recount day,2,Michigan couple with 14 sons finally has a daughter https://t.co/aZgJmPtbQl,https://twitter.com/twitter/statuses/1324819565637980162
176,2020-10-27,58,['[]'],Final recount day,15,Analysis: Where the race stands entering the final week https://t.co/SIMzoZoaZu,https://twitter.com/twitter/statuses/1321142897530515456
177,2020-10-31,11,['[]'],Final recount day,7,"LATEST: The U.S. reported at least 89,663 cases Friday, the most since the start of the outbreak for a second day in a row. The record comes in the final days of the presidential race https://t.co/SPbZLIRwlF https://t.co/2jn86iSLmd",https://twitter.com/twitter/statuses/1322337076570935296
178,2020-11-11,0,['[]'],Final recount day,95,RT @business: NEW: The Trump campaign is considering requesting recounts in at least two states —\xa0but President-elect Joe Biden’s lead is b…,https://twitter.com/twitter/statuses/1326527404681162752
179,2020-11-06,1791,['[]'],Final recount day,286,"As of 11 a.m. Eastern, Joe Biden was leading by 1,586 votes in Georgia. The secretary of state confirmed Friday that because of the small margin between the presidential candidates, there will be a recount. https://t.co/Ykg1YwVhu3",https://twitter.com/twitter/statuses/1324747141236117504
180,2020-10-27,42,['[]'],How to boil water,10,Scientists have confirmed for the first time the presence of water on the moon’s sunlit surface. https://t.co/I69lECei6S,https://twitter.com/twitter/statuses/1320932957058682881
181,2020-11-02,2,['[]'],How to boil water,7,People of color more likely to live without piped water in richest US cities https://t.co/3eFMtnXTER,https://twitter.com/twitter/statuses/1323381657798430725
182,2020-11-03,166,['[]'],How to boil water,25,"Cruising won’t resume in U.S. waters until 2021, with lines renewing a voluntary suspension https://t.co/hMLRGdxyQ5",https://twitter.com/twitter/statuses/1323752612991246338
183,2020-11-10,2,['[]'],How to boil water,0,Pond to pin: Jon Rahm hits amazing water shot at Masters practice – video https://t.co/SjcD0YSQAW,https://twitter.com/twitter/statuses/1326284107480002569
184,2020-11-04,219,['[]'],How to boil water,87,"Burst water pipe in Atlanta’s State Farm Arena delayed the counting of several thousand absentee ballots, officials say https://t.co/bPOrnLJjnM",https://twitter.com/twitter/statuses/1323805499284951040
185,2020-10-30,298,['[]'],How to boil water,83,"Top Senate Democrats are calling on electricity, water and telecommunications giants to voluntarily halt all utility shutoffs for the duration of the coronavirus pandemic https://t.co/CqtK0NP08D",https://twitter.com/twitter/statuses/1322212514034311169
186,2020-11-08,11,['[]'],How to boil water,4,"Riot police with water cannons moved on Sunday to disperse protesters outside the central elections commission building in Georgia’s capital, Tbilisi https://t.co/5I5md9IAUM",https://twitter.com/twitter/statuses/1325557722742448129
187,2020-10-30,15,['[]'],How to boil water,8,"The CDC says it will lift a ban on cruises in U.S. waters, even as government scientists warn that ships remain vulnerable to deadly Covid-19 outbreaks https://t.co/cOWdLmPTjL",https://twitter.com/twitter/statuses/1322314981103251456
188,2020-11-05,2080,['[]'],How to boil water,348,“I am literally looking inside the whale’s mouth.” Two friends kayaking in California were tossed into the water by a surfacing humpback whale. (They are fine.) https://t.co/ZVQT6bdsX4 https://t.co/RHKOznjkyZ,https://twitter.com/twitter/statuses/1324479136753242112
189,2020-11-09,3319,['[]'],How to boil water,387,"Meet the dumbo octopus 🐙 just one of the creatures revealed by the Schmidt Ocean Institute during an exploration of the dark, uncharted waters more than a mile below the surface in the Coral Sea off Australia’s east coast https://t.co/78Se8Bq0f3 https://t.co/MVZCjbQML8",https://twitter.com/twitter/statuses/1325732385757990913
190,2020-12-06,0,"[""[{'text': 'Vote', 'indices': [11, 16]}, {'text': 'BidenHarris', 'indices': [45, 57]}, {'text': 'FireTrump', 'indices': [78, 88]}, {'text': 'INDIGENOUS', 'indices': [219, 230]}, {'text': 'BlackLivesMatter', 'indices': [231, 248]}, {'text': 'Children', 'indices': [249, 258]}]""]",How to boil water,0,"We did not #Vote for @JoeBiden @KamalaHarris #BidenHarris ~ We were Voting to #FireTrump and we did ~ \nHealthcare, Cannabis, Housing for all Americans, clean Water to drink, Education, we will have to keep fighting for #INDIGENOUS #BlackLivesMatter #Children @DNC does not care https://t.co/QEUdo6YyxR",https://twitter.com/twitter/statuses/1335680037471793153
191,2020-10-27,1038,['[]'],How to boil water,613,"Special report: During Trump’s term, millions of government and GOP dollars have flowed to his properties.\n\nFor instance, Mar-a-Lago charged the government $3 apiece for glasses of water for Trump and the Japanese leader. https://t.co/bhdEbgEpXp",https://twitter.com/twitter/statuses/1321138590290685954
192,2020-11-09,218,['[]'],How to boil water,40,"In July, Pfizer and BioNTech initiated a late-stage clinical trial on a coronavirus vaccine. Half of the people got the vaccine, while the other half got a placebo of salt water. https://t.co/bNMMyyO1Ri https://t.co/dgC9rsnmsT",https://twitter.com/twitter/statuses/1325918000910888961
193,2020-11-03,4197,['[]'],How to boil water,357,"""It was 30 years ago that Bernie and I and Maxine Waters, Lane Evans, Ron Dellums and Tom Adams founded the Progressive Caucus. There were six of us. Six. Now it’s the second largest caucus in the House.” –@DeFazio4Oregon https://t.co/bpTjhHt33U",https://twitter.com/twitter/statuses/1323466078358556673
194,2020-12-06,0,"[""[{'text': 'DonaldTrump', 'indices': [63, 75]}, {'text': 'COVID19', 'indices': [118, 126]}, {'text': 'DiaperDonald', 'indices': [150, 163]}, {'text': 'GriftOfTheMAGA', 'indices': [256, 271]}]""]",How to boil water,0,"""@FrankLuntz @RBGInitiative Exactly. \n\nHCQ seems so long ago. \n\n#DonaldTrump says he took that stuff, yet he STILL got #COVID19, so, yet ANOTHER thing #DiaperDonald has tried to push thats proven to be BS, and people STILL believe him.... \n\nIf he told his #GriftOfTheMAGA crowd he could walk on water....""",https://twitter.com/twitter/statuses/1335623996314775552
